Project	Column	Card	CardURL	Type	Number	Labels	Repo	State	CreatedAt	UpdatedAt	ClosedAt	ClosedBy	Title	Size
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9087	PullRequest	9087	"[Label(name=""QDR""), Label(name=""Size: 3"")]"	dataverse	closed	2022-10-19 17:30:10	2023-01-30 19:52:11	2023-01-30 19:52:10		IQSS/7349-3 file updates for schema.org	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9086	PullRequest	9086	"[Label(name=""QDR""), Label(name=""Size: 3"")]"	dataverse	closed	2022-10-19 16:41:44	2023-01-30 19:40:10	2023-01-30 19:40:09		Iqss/7349 2 improve related pub citation entry	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9249	PullRequest	9249	"[Label(name=""Feature: User Guide""), Label(name=""Size: 3"")]"	dataverse	closed	2023-01-03 15:20:31	2023-02-11 01:06:45	2023-01-30 19:18:15		DOCS: add link to development documentation build	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/6183	PullRequest	6183	"[Label(name=""Type: Suggestion""), Label(name=""Feature: API Guide""), Label(name=""User Role: API User""), Label(name=""Size: 3"")]"	dataverse	closed	2019-09-18 15:18:33	2023-02-11 01:04:16	2023-01-30 19:13:22		Fix at 'Show the dataset whose id is passed' section #6083	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9193	PullRequest	9193	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-11-28 14:24:36	2023-01-30 19:07:04	2023-01-30 19:07:04		IQSS/9189-fix non-Globus properties	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9101	PullRequest	9101	"[Label(name=""QDR""), Label(name=""Size: 3"")]"	dataverse	closed	2022-10-28 15:23:17	2023-01-30 18:37:15	2023-01-30 18:37:14		IQSS/7349-5 - Use brand name for catalog	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/208	Issue	208	"[Label(name=""Size: 3""), Label(name=""pm.netcdf-hdf5.d"")]"	dataverse.harvard.edu	closed	2023-01-19 20:08:28	2023-03-30 19:12:16	2023-01-30 16:11:04		Add Binder button for operating on datasets with Jupyter notebooks, Python, R, etc.	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9132	PullRequest	9132	"[Label(name=""Size: SprintTail"")]"	dataverse	closed	2022-11-04 16:13:44	2023-01-27 21:08:06	2023-01-27 21:02:15		Dataset files cleanup	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9310	PullRequest	9310	"[Label(name=""Size: SprintTail"")]"	dataverse	closed	2023-01-23 15:59:26	2023-01-26 21:36:33	2023-01-26 20:17:30		9231 Custom HTTP headers in OAI requests. 	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9320	PullRequest	9320	"[Label(name=""Size: SprintTail"")]"	dataverse	closed	2023-01-24 16:57:21	2023-01-26 21:36:22	2023-01-26 18:18:21		Sonarcube Fixes	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9269	PullRequest	9269	"[Label(name=""Size: SprintTail"")]"	dataverse	closed	2023-01-09 14:38:13	2023-01-26 21:35:52	2023-01-25 20:57:01		8339 file data api	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9283	Issue	9283	"[Label(name=""D: Payara 6 Upgrade""), Label(name=""Size: 10"")]"	dataverse	closed	2023-01-11 21:21:56	2023-01-25 20:49:03	2023-01-25 20:45:48		Payara 6: resolve conflicts and look for next bug	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-pm/issues/24	Issue	24	"[Label(name=""pm.GREI-d-1.4.1""), Label(name=""pm.GREI-d-1.4.2"")]"	dataverse-pm	closed	2022-04-04 22:37:51	2023-03-20 13:01:44	2023-01-25 20:17:07		Spike: Inventory and prioritize all existing Harvesting related issues	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-pm/issues/2	Issue	2	"[Label(name=""Sprint Retrospective"")]"	dataverse-pm	closed	2022-12-14 23:40:06	2023-01-25 14:30:15	2023-01-25 14:30:15		Spike: During some sprints we end the sprint with a few days with QA empty	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8915	PullRequest	8915	"[Label(name=""User Role: Sysadmin""), Label(name=""Size: 3"")]"	dataverse	closed	2022-08-11 21:48:22	2023-05-21 19:15:56	2023-01-24 18:25:11		7980 enhanced dsd	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9304	PullRequest	9304	[]	dataverse	closed	2023-01-19 15:39:41	2023-01-23 23:43:53	2023-01-23 23:30:17		8724 update datasets of linked dataverse	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9122	PullRequest	9122	"[Label(name=""DANS""), Label(name=""Size: 10"")]"	dataverse	closed	2022-11-03 13:23:09	2023-01-23 16:57:55	2023-01-23 15:25:40		IQSS/9121 Fix for search display with ext. CVoc	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9105	PullRequest	9105	"[Label(name=""DANS""), Label(name=""Size: 10"")]"	dataverse	closed	2022-10-28 19:38:44	2023-01-23 16:55:14	2023-01-23 15:15:42		Add quotes around CVoc term URIs on advanced search page	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9239	PullRequest	9239	"[Label(name=""Size: 10"")]"	dataverse	closed	2022-12-20 15:32:34	2023-01-20 16:23:29	2023-01-20 16:03:40		"extract metadata (NcML XML) from NetCDF/HDF5 files, new ""requirements"" option for external tools"	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8827	PullRequest	8827	"[Label(name=""Feature: File Upload & Handling""), Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud""), Label(name=""Size: 3"")]"	dataverse	closed	2022-06-30 21:10:13	2023-05-21 19:15:52	2023-01-18 22:19:29		7000 mpconfig files basic	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9129	PullRequest	9129	"[Label(name=""DANS""), Label(name=""Size: 10"")]"	dataverse	closed	2022-11-03 21:46:08	2023-01-23 23:46:20	2023-01-18 20:17:06		IQSS/9126- Fix workflow token access	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-pm/issues/3	Issue	3	"[Label(name=""Sprint Retrospective"")]"	dataverse-pm	closed	2022-12-15 00:48:00	2023-01-11 23:36:03	2023-01-11 23:36:03		Spike: Improvement - End meetings on time & Schedule meetings more than a few hours ahead	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9214	Issue	9214	"[Label(name=""D: Payara 6 Upgrade""), Label(name=""Size: 33"")]"	dataverse	closed	2022-12-08 16:47:50	2023-01-11 16:06:52	2023-01-11 16:06:52		Bug: Fix dataset creation in the payara 6 branch	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9018	PullRequest	9018	"[Label(name=""DANS""), Label(name=""Size: 33"")]"	dataverse	closed	2022-10-03 15:24:49	2023-01-23 23:46:42	2023-01-10 23:44:57		GDCC/9005 replace files api call	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9234	PullRequest	9234	"[Label(name=""Feature: Account & User Info""), Label(name=""NIH OTA: 1.7.1 (reArchitecture)""), Label(name=""Size: 3""), Label(name=""pm.GREI-d-1.7.1""), Label(name=""pm.GREI-d-1.7.2"")]"	dataverse	closed	2022-12-16 09:53:56	2023-03-20 13:15:09	2023-01-09 16:10:49		9228 - add OIDC development setup for OIDC login feature testing	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9096	PullRequest	9096	"[Label(name=""DataverseNO""), Label(name=""Size: 10"")]"	dataverse	closed	2022-10-25 19:17:37	2023-01-03 23:15:42	2023-01-03 22:13:20		IQSS/9095-dvwebloader integration	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9241	PullRequest	9241	[]	dataverse	closed	2022-12-20 21:02:36	2023-01-03 23:16:05	2023-01-03 20:11:58		document ongoing security and practices #3215	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/201	Issue	201	"[Label(name=""ops: User Accounts""), Label(name=""Size: 10"")]"	dataverse.harvard.edu	closed	2022-11-09 21:14:18	2023-01-03 02:09:09	2023-01-03 02:08:58		Purge unused user accounts (as in, first consider and discuss, then, potentially, purge)	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9242	Issue	9242	[]	dataverse	closed	2022-12-21 19:52:21	2022-12-22 18:45:37	2022-12-22 18:45:36		Add NcML previewer to gdcc repo	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8825	PullRequest	8825	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud""), Label(name=""Feature: Indexing""), Label(name=""Size: 3"")]"	dataverse	closed	2022-06-30 20:31:13	2022-12-21 22:48:54	2022-12-21 21:24:28		7000 mpconfig solr	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8972	PullRequest	8972	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-09-12 13:33:11	2022-12-21 19:23:12	2022-12-21 17:41:20		Trigger auto-analyze more frequently for guestbook estimates	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/7877	PullRequest	7877	"[Label(name=""Feature: Metadata""), Label(name=""Working Group: SWC""), Label(name=""HERMES""), Label(name=""NIH OTA: 1.3.1""), Label(name=""Size: 10""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2021-05-17 13:49:56	2023-03-20 13:12:13	2022-12-21 17:22:13		7844 codemeta schema	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8830	PullRequest	8830	"[Label(name=""Type: Feature""), Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud""), Label(name=""Size: 3"")]"	dataverse	closed	2022-07-04 17:10:20	2022-12-21 17:14:06	2022-12-21 15:23:24		7000 mpconfig rserve	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8826	PullRequest	8826	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Size: 3"")]"	dataverse	closed	2022-06-30 20:46:11	2023-05-21 19:15:49	2022-12-20 17:43:32		7000 mpconfig fqdn & siteUrl	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9236	PullRequest	9236	"[Label(name=""Containers & Cloud"")]"	dataverse	closed	2022-12-18 22:03:09	2023-05-21 19:15:50	2022-12-19 02:30:57		8932 - fix pushing to Docker Hub	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9076	PullRequest	9076	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-10-18 15:42:20	2022-12-16 23:47:05	2022-12-16 22:47:09		#9074 - Added support for building sphinx docs using python 3.10+	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8824	PullRequest	8824	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Developer Guide""), Label(name=""Containers & Cloud""), Label(name=""Size: 3"")]"	dataverse	closed	2022-06-30 20:06:14	2023-05-21 19:15:48	2022-12-16 21:01:50		7000 mpconfig version	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8933	PullRequest	8933	"[Label(name=""Containers & Cloud""), Label(name=""Working Group: SWC""), Label(name=""Size: 3"")]"	dataverse	closed	2022-08-24 13:06:11	2023-03-17 12:15:16	2022-12-16 19:58:41		8932 container base image	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8962	PullRequest	8962	"[Label(name=""DataverseNO""), Label(name=""Size: 3"")]"	dataverse	closed	2022-09-07 21:42:03	2022-12-16 16:54:14	2022-12-16 16:19:57		IQSS/8730 - fix direct upload progress	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9226	PullRequest	9226	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-12-13 19:44:55	2022-12-16 15:34:27	2022-12-16 14:18:18		import function DatasetUtil	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9173	PullRequest	9173	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-11-17 22:50:01	2022-12-15 22:12:36	2022-12-15 20:23:09		QDR/9172-fix messages	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9227	PullRequest	9227	"[Label(name=""Size: 10"")]"	dataverse	closed	2022-12-13 22:06:55	2022-12-15 22:11:46	2022-12-15 18:45:07		8843 more harvest tests	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9187	PullRequest	9187	"[Label(name=""Size: 10"")]"	dataverse	closed	2022-11-23 20:56:10	2022-12-15 22:12:57	2022-12-12 18:57:01		7940 stop harvest in progress	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9213	PullRequest	9213	"[Label(name=""Size: 33"")]"	dataverse	closed	2022-12-08 08:16:59	2022-12-09 22:33:40	2022-12-09 17:38:17		#8944 - Extend 'metadatablocks/{block_id}' endpoint JSON output	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9203	Issue	9203	"[Label(name=""Sprint Retrospective"")]"	dataverse	closed	2022-11-30 20:19:10	2022-12-08 15:31:01	2022-12-08 15:30:53		Retrospective: All dev work gets represented on the board.	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9202	Issue	9202	"[Label(name=""Size: 10""), Label(name=""Sprint Retrospective"")]"	dataverse	closed	2022-11-30 19:59:31	2022-12-08 16:15:12	2022-12-08 15:15:18		Retrospective: make the sprint board so that everything moves left to right.	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9107	PullRequest	9107	"[Label(name=""DANS""), Label(name=""Size: 3"")]"	dataverse	closed	2022-10-28 22:15:47	2022-12-08 00:29:20	2022-12-07 22:38:07		fix for cvv and editMetadata replace=true, and test	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9210	PullRequest	9210	[]	dataverse	closed	2022-12-07 15:01:23	2023-03-15 12:19:19	2022-12-07 21:42:10		3621 update metadata namespace	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9125	PullRequest	9125	"[Label(name=""Size: 10"")]"	dataverse	closed	2022-11-03 16:28:57	2022-12-13 19:45:09	2022-12-07 20:45:49		8346 License internationalizataion	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8983	PullRequest	8983	"[Label(name=""Size: 33"")]"	dataverse	closed	2022-09-20 16:28:34	2023-05-21 19:15:41	2022-12-05 20:51:48		feat(upload): make upload file storage path configurable #6656	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8139	Issue	8139	"[Label(name=""Feature: Harvesting""), Label(name=""NIH OTA DC""), Label(name=""pm.epic.nih_harvesting""), Label(name=""NIH OTA: 1.4.1""), Label(name=""pm.GREI-d-1.4.1"")]"	dataverse	closed	2021-10-12 15:24:29	2023-03-20 12:17:22	2022-05-23 20:48:02		Can't harvest when Dublin core field language is set	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/192	Issue	192	"[Label(name=""Size: 10""), Label(name=""Support""), Label(name=""Support: prod. data corruption"")]"	dataverse.harvard.edu	closed	2022-10-06 17:33:38	2022-12-01 21:19:06	2022-12-01 20:32:38		Restore access to two published datasets' whose pages fail to load; API endpoint for getting their dataset metadata fails	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9114	Issue	9114	"[Label(name=""NIH OTA: 1.2.1""), Label(name=""Size: 3""), Label(name=""pm.GREI-d-1.2.1"")]"	dataverse	closed	2022-11-01 17:30:00	2023-03-20 12:14:34	2022-12-01 19:50:19		Create a whitepaper for external vocabulary work 1.2.1	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9174	PullRequest	9174	"[Label(name=""Size: 3"")]"	dataverse	closed	2022-11-18 16:00:05	2022-12-02 01:11:26	2022-12-01 19:45:59		8290 harvest client api	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9108	Issue	9108	[]	dataverse	closed	2022-10-31 14:25:19	2023-03-03 21:31:38	2022-12-01 14:59:49		Groom NIH OTA related back log Problem Statements	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9001	PullRequest	9001	[]	dataverse	closed	2022-09-27 19:57:54	2022-12-01 13:47:45	2022-11-30 19:56:41		GDCC/7715 Signed Urls for external tools	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8908	PullRequest	8908	[]	dataverse	closed	2022-08-09 20:45:31	2022-12-01 13:47:08	2022-11-30 19:56:21		Improve archiving api error handling	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8239	PullRequest	8239	"[Label(name=""Feature: Geospatial""), Label(name=""pm.netcdf-hdf5.d"")]"	dataverse	closed	2021-11-11 00:10:15	2023-03-30 18:53:06	2022-11-30 19:36:08		Geospatial search	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9026	PullRequest	9026	[]	dataverse	closed	2022-10-05 21:09:47	2023-01-09 13:14:14	2022-11-30 18:51:53		GDCC/Harvesting server it test failing	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9182	Issue	9182	[]	dataverse	closed	2022-11-22 14:25:08	2022-11-28 18:58:12	2022-11-28 18:58:12		Prep issues/3741 for Sprint	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/3797	Issue	3797	"[Label(name=""Type: Bug""), Label(name=""Feature: Harvesting""), Label(name=""User Role: Sysadmin""), Label(name=""NIH OTA: 1.4.1""), Label(name=""pm.GREI-d-1.4.1""), Label(name=""pm.GREI-d-1.4.2"")]"	dataverse	closed	2017-04-26 17:17:35	2023-03-20 13:11:40	2022-11-28 18:55:02		OAI-PMH responses indicating errors should be processable by OAI-PMH clients	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9152	PullRequest	9152	[]	dataverse	closed	2022-11-08 19:59:39	2022-11-22 22:15:41	2022-11-22 19:35:02		detect NetCDF and HDF5 files based on content #9117	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9110	Issue	9110	"[Label(name=""pm.netcdf-hdf5.d"")]"	dataverse	closed	2022-10-31 15:38:52	2023-03-03 21:36:22	2022-11-22 16:59:21		NetCDF/HDF5/geospatial discovery	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8697	PullRequest	8697	[]	dataverse	closed	2022-05-16 11:01:31	2022-11-21 20:43:35	2022-11-21 15:03:39		8671 license sorting	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/198	Issue	198	"[Label(name=""ops: User Accounts"")]"	dataverse.harvard.edu	closed	2022-11-02 20:45:59	2022-11-17 18:45:37	2022-11-17 18:45:37		Production Issues (content abuse, user accounts)	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/199	Issue	199	"[Label(name=""ops: User Accounts"")]"	dataverse.harvard.edu	closed	2022-11-09 16:00:49	2023-01-17 14:51:04	2022-11-17 15:19:45		Disable colleciton creation in production. 	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9109	Issue	9109	[]	dataverse	closed	2022-10-31 14:59:05	2023-03-03 21:31:39	2022-11-15 16:52:01		"Coordinate the creation of backlog items for each deliverable (need not be ""ready"" yet)"	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9064	PullRequest	9064	[]	dataverse	closed	2022-10-15 17:50:19	2022-11-18 17:34:18	2022-11-15 15:33:19		8838-cstr	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8969	PullRequest	8969	[]	dataverse	closed	2022-09-09 13:48:05	2022-11-21 20:44:01	2022-11-10 21:23:41		nullpointer fix when getting notification with newly created user	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9146	PullRequest	9146	[]	dataverse	closed	2022-11-07 19:16:47	2022-11-21 20:44:14	2022-11-10 18:31:35		rename getEditVersion to getOrCreateEditVersion, mention getLatestVersion #8930	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9131	PullRequest	9131	[]	dataverse	closed	2022-11-04 16:06:12	2022-11-04 22:51:39	2022-11-04 22:51:27		merge develop to master for 5.12.1 release	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9128	PullRequest	9128	[]	dataverse	closed	2022-11-03 19:55:02	2022-11-07 13:55:12	2022-11-04 16:02:18		bump version to 5.12.1 #9124	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9127	PullRequest	9127	[]	dataverse	closed	2022-11-03 19:43:29	2022-11-07 13:55:05	2022-11-04 16:01:29		add 5.12.1 release notes	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9112	PullRequest	9112	[]	dataverse	closed	2022-10-31 20:55:02	2022-11-03 20:22:02	2022-11-03 19:06:07		Adding a mechanism for disabling new OAuth signups. 	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9024	PullRequest	9024	[]	dataverse	closed	2022-10-04 21:45:45	2022-11-03 15:43:25	2022-11-03 15:43:19		improve docs for making releases	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9011	PullRequest	9011	[]	dataverse	closed	2022-10-03 00:48:06	2022-10-31 20:05:02	2022-10-31 20:04:09		Many documentation fixes	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9030	PullRequest	9030	[]	dataverse	closed	2022-10-06 15:33:46	2022-10-31 19:18:23	2022-10-31 19:15:16		Initialize transient fields with empty HashMap instead of null	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/185	Issue	185	[]	dataverse.harvard.edu	closed	2022-08-08 14:22:00	2023-02-06 21:18:57	2022-10-31 15:05:43		Add SAEF metadata block to Harvard Dataverse Repository	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/191	Issue	191	[]	dataverse.harvard.edu	closed	2022-10-05 22:23:53	2022-10-28 20:27:20	2022-10-28 20:27:20		Assist SAEF project with/help improve their bulk upload workflow	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9056	PullRequest	9056	[]	dataverse	closed	2022-10-12 18:23:58	2022-10-28 19:29:48	2022-10-28 18:54:12		8903 email subject	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/6071	Issue	6071	"[Label(name=""Feature: Installation Guide""), Label(name=""User Role: Sysadmin"")]"	dataverse	closed	2019-08-02 13:28:40	2022-10-28 19:30:44	2022-10-27 21:28:31		system service URL formation does not take into account URL used for navigation	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9072	PullRequest	9072	[]	dataverse	closed	2022-10-18 11:48:43	2022-10-28 19:30:38	2022-10-27 21:28:30		#6071 - Update docs with information on setting dataverse.siteUrl JVM option	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9070	PullRequest	9070	[]	dataverse	closed	2022-10-18 07:08:12	2022-10-28 19:30:16	2022-10-27 20:44:37		added C/ C++ library ;	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9071	PullRequest	9071	[]	dataverse	closed	2022-10-18 09:42:39	2022-10-28 19:30:27	2022-10-27 15:08:42		Fixes in Solr docs	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9093	PullRequest	9093	[]	dataverse	closed	2022-10-21 18:29:26	2022-10-28 19:31:57	2022-10-27 15:02:43		corrected BagIT API Call	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9075	PullRequest	9075	[]	dataverse	closed	2022-10-18 15:05:56	2022-10-28 19:31:15	2022-10-27 14:27:30		clarified moving dataverse collection description	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9073	PullRequest	9073	[]	dataverse	closed	2022-10-18 14:24:52	2022-10-28 19:30:55	2022-10-27 14:24:28		Removed incorrect example added link	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/3513	Issue	3513	"[Label(name=""Status: UX & UI""), Label(name=""Feature: File Upload & Handling""), Label(name=""Hackathon: Low Hanging Fruit""), Label(name=""Feature: User Guide""), Label(name=""User Role: Guest""), Label(name=""hacktoberfest"")]"	dataverse	closed	2016-12-07 21:39:02	2022-10-28 19:31:47	2022-10-23 19:21:00		No Option to download all file formats.	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9078	PullRequest	9078	[]	dataverse	closed	2022-10-18 16:36:33	2022-10-28 19:31:41	2022-10-23 19:20:59		removed bullet tabular data download all formats	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9062	PullRequest	9062	[]	dataverse	closed	2022-10-14 15:23:37	2022-10-28 19:30:05	2022-10-21 13:45:25		GDCC/commons-text update	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8681	Issue	8681	"[Label(name=""NIH OTA DC""), Label(name=""spike""), Label(name=""Feature: Controlled Vocabulary""), Label(name=""NIH OTA: 1.2.1""), Label(name=""pm.GREI-d-1.2.1"")]"	dataverse	closed	2022-05-09 18:49:54	2023-03-20 12:14:44	2022-10-18 21:31:30		Spike: Discovery about integrating biomedical vocabularies into dataverse	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8987	Issue	8987	[]	dataverse	closed	2022-09-22 15:48:24	2022-10-13 20:16:02	2022-10-13 20:15:54		Spike: small app with Jakarta EE backend and SPA frontend	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8753	PullRequest	8753	[]	dataverse	closed	2022-05-27 20:41:15	2022-10-28 19:28:41	2022-10-13 18:59:22		8372 gdcc xoai library	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8733	PullRequest	8733	[]	dataverse	closed	2022-05-24 16:10:25	2022-10-13 15:20:29	2022-10-13 15:11:15		oai_dc export: use publication date if production date is not set	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9057	PullRequest	9057	[]	dataverse	closed	2022-10-12 18:30:41	2022-10-13 15:22:49	2022-10-12 20:26:33		added table of contents #8206	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9055	PullRequest	9055	[]	dataverse	closed	2022-10-12 18:17:05	2022-10-13 15:21:30	2022-10-12 20:19:41		Removed unrestricted #5840	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9038	PullRequest	9038	[]	dataverse	closed	2022-10-07 14:52:03	2022-10-13 15:21:17	2022-10-12 18:57:33		#8351 fixing inconsistency in admin's Troubleshouting page	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8732	PullRequest	8732	[]	dataverse	closed	2022-05-24 15:51:54	2022-10-13 15:20:57	2022-10-12 14:55:53		Use production date in citation for harvested dataset	0
